NAICS Code,Industry,Emission Factor (Without Margins)_USD,Emission Factor (Without Margins)_CO2e,Material Type,Weight (kg),Emission Factor per kg (CO2e),Predicted Production Emissions,Logistics Emissions,Total Emissions
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,7.6e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,1.19e-07,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492210,Local Messengers and Local Delivery,3.35e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,0.263,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,5.49e-10,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
492110,Couriers and Express Delivery Services,4.53e-09,0.303,Plastic,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,0.000206,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.56e-09,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,2.26e-10,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
316210,Footwear Manufacturing,4.06e-08,0.222,Shoes,1.0,2.5,2.5,0.0838563504755357,2.5838563504755356
